Train_No,Journey_Duration_Hours,Total_Distance,Number_of_Stops
12620,16.0,899,22
12621,9.083333333333334,2163,12
12622,8.666666666666666,2163,11
12623,16.0,913,21
12624,16.666666666666668,916,22
12625,2.5,3013,43
12626,3.3333333333333335,3010,42
12627,15.166666666666666,2386,36
12628,16.416666666666668,2389,35
12629,23.25,2595,14
12630,21.583333333333332,2595,14
12631,11.0,649,15
12632,11.166666666666666,649,16
12633,13.0,738,17
12634,13.083333333333334,737,18
12635,7.666666666666667,492,10
12636,7.583333333333333,492,11
12637,8.25,492,11
12638,8.333333333333334,492,12
12639,6.166666666666667,360,12
12640,6.083333333333333,361,13
12641,22.75,2899,25
12642,1.5833333333333333,2898,26
12643,2.9166666666666665,2991,32
12644,5.25,2988,31
12645,22.166666666666668,2786,29
12646,0.08333333333333333,2782,28
12647,23.166666666666668,2650,28
12648,0.6666666666666666,2651,28
12649,11.25,2257,9
12650,13.166666666666666,2258,9
12651,17.5,2653,15
12652,20.25,2652,15
12653,5.75,336,14
12654,6.0,335,15
12655,8.5,1893,41
12656,8.833333333333334,1895,42
12657,5.916666666666668,360,8
12658,5.916666666666668,361,8
12659,23.083333333333332,2579,44
12660,22.75,2579,44
12661,11.75,665,18
12662,11.666666666666666,665,18
12663,11.333333333333334,2005,24
12664,10.833333333333334,2004,24
12665,18.25,2407,32
12666,19.333333333333332,2406,32
12667,13.25,722,11
12668,12.416666666666666,722,11
12669,18.083333333333332,2348,25
12670,17.416666666666668,2343,24
12671,9.166666666666666,526,9
12672,9.333333333333334,529,9
12673,8.083333333333334,491,8
12674,8.083333333333334,493,9
12675,7.583333333333333,491,11
12676,7.583333333333333,493,12
12677,10.666666666666666,581,14
12678,10.666666666666666,582,14
12679,7.75,491,12
12680,7.583333333333333,493,12
12681,8.166666666666666,491,7
12682,7.833333333333332,493,8
12683,11.25,617,14
12684,11.166666666666666,616,14
12685,16.083333333333332,883,18
12686,15.666666666666666,885,18
12687,5.166666666666668,3067,30
12688,6.0,3064,31
12689,16.75,918,19
12690,16.75,920,20
12691,10.166666666666666,528,11
12692,10.833333333333334,528,14
12693,11.083333333333334,652,22
12694,11.666666666666666,651,22
12695,16.166666666666668,914,21
12696,16.75,916,21
12697,15.333333333333334,901,14
12698,16.083333333333332,903,14
12701,14.333333333333334,791,16
12702,14.166666666666666,793,17
12703,1.6666666666666667,1549,26
12704,1.8333333333333333,1548,27
12705,6.833333333333333,391,14
12706,6.75,390,14
12707,12.333333333333334,2292,20
12708,14.416666666666666,2294,20
12709,10.833333333333334,651,17
12710,10.333333333333334,650,17
12711,7.0,430,14
12712,7.083333333333333,429,14
12713,5.5,358,9
12714,5.916666666666667,358,9
12715,10.833333333333334,2056,37
12716,10.416666666666666,2059,36
12717,6.333333333333333,350,13
12718,6.083333333333333,350,13
12719,6.833333333333332,1718,21
12720,6.583333333333332,1720,21
12721,5.583333333333332,1662,46
12722,6.0,1662,46
12723,2.6666666666666665,1669,18
12724,2.1666666666666665,1669,16
12725,8.833333333333334,491,17
12726,8.833333333333334,488,17
12727,12.833333333333334,718,21
12728,12.583333333333334,719,21
12729,12.0,658,13
12730,12.0,658,13
12731,14.416666666666666,790,16
12732,14.5,790,16
12733,12.0,661,23
12734,12.0,661,23
12735,11.833333333333334,686,11
12736,12.25,686,11
12737,10.25,575,21
12738,10.25,575,21
12739,11.666666666666666,708,12
12740,11.166666666666666,708,12
12741,17.083333333333332,2243,21
12742,18.916666666666668,2238,20
12747,6.416666666666667,353,15
12748,6.25,353,15
12749,7.916666666666668,441,19
12750,7.916666666666668,438,19
12757,5.333333333333333,305,14
12758,5.333333333333333,305,14
12759,13.833333333333334,797,17
12760,13.75,798,17
12761,12.25,712,12
12762,12.916666666666666,710,12
12763,12.833333333333334,744,19
12764,12.5,743,19
12765,23.666666666666668,1305,24
12766,23.833333333333332,1305,24
12767,4.0,1572,19
12768,4.083333333333333,1578,19
12769,12.916666666666666,711,17
12770,12.916666666666666,711,17
12771,10.25,587,14
12772,10.416666666666666,586,14
12773,2.4166666666666665,1590,16
12774,3.4166666666666665,1589,16
12775,10.75,598,11
12776,10.666666666666666,598,11
12777,23.75,1295,22
12778,23.833333333333332,1297,22
12779,15.166666666666666,2148,29
12780,15.5,2151,29
12781,21.0,2602,32
12782,23.083333333333332,2602,32
12783,12.75,710,15
12784,12.916666666666666,708,15
12785,11.333333333333334,623,17
12786,11.333333333333334,623,16
12791,8.916666666666666,1843,29
12792,9.25,1840,28
12795,5.333333333333333,314,4
12796,5.25,314,4
12797,12.833333333333334,707,22
12798,12.833333333333334,707,24
12801,6.666666666666668,1860,32
12802,6.916666666666668,1860,31
12803,8.833333333333334,2076,21
12804,11.666666666666666,2076,21
12805,12.5,688,21
12806,12.5,689,21
12807,10.333333333333334,1900,41
12808,9.583333333333334,1895,40
12809,9.25,1972,44
12810,9.083333333333334,1979,42
12811,3.5,1701,18
12812,3.9166666666666665,1709,18
12813,4.0,254,8
12814,4.083333333333333,253,9
12815,6.166666666666667,1794,29
12816,5.666666666666667,1788,29
12817,23.25,1291,19
12818,21.0,1294,19
12819,5.0,1774,13
12820,5.25,1774,13
12821,8.333333333333334,504,15
12822,8.5,503,16
12823,21.083333333333332,1255,12
12824,21.75,1266,12
12825,21.166666666666668,1297,9
12826,22.0,1300,9
12827,5.5,323,14
12828,5.833333333333333,323,15
12829,20.166666666666668,1222,21
12830,20.916666666666668,1222,21
12831,14.333333333333334,725,12
12832,13.25,722,12
12833,13.25,2097,63
12834,13.5,2098,64
12835,10.583333333333334,1891,24
12836,10.583333333333334,1891,25
12837,8.416666666666666,504,14
12838,8.5,503,14
12839,4.083333333333332,1664,35
12840,4.25,1663,36
12841,2.1666666666666665,1664,15
12842,3.0833333333333335,1663,17
12843,13.916666666666666,2148,43
12844,14.25,2141,43
12845,3.3333333333333335,1510,21
12846,2.75,1510,21
12847,3.1666666666666665,185,5
12848,3.1666666666666665,186,5
12849,22.166666666666668,1312,18
12850,23.166666666666668,1305,18
12851,0.0,1412,17
12852,23.083333333333332,1409,17
12853,16.166666666666668,889,31
12854,16.25,897,31
12855,7.083333333333333,416,16
12856,7.166666666666667,405,17
12857,3.3666666666666667,185,8
12858,3.4166666666666665,186,8
12859,6.5,1972,27
12860,7.5,1979,26
12861,10.083333333333334,578,18
12862,10.833333333333334,576,19
12863,10.666666666666666,1959,35
12864,10.833333333333334,1959,36
12865,5.666666666666667,344,9
12866,5.833333333333333,343,9
12867,9.333333333333334,1922,17
12868,10.166666666666666,1922,16
12869,8.416666666666666,1972,20
12870,8.666666666666666,1979,19
12871,13.333333333333334,745,31
12872,13.583333333333334,746,31
12873,0.25,1322,21
12874,0.16666666666666666,1325,21
12875,10.833333333333334,1911,42
12876,10.416666666666666,1912,41
12877,18.166666666666668,1333,15
12878,19.333333333333332,1336,15
12879,7.0,1790,20
12880,6.416666666666667,1798,20
12881,8.75,504,9
12882,8.833333333333334,503,9
12883,5.416666666666667,322,12
12884,5.666666666666667,330,13
12885,5.25,318,13
12886,5.666666666666667,317,13
12887,8.75,504,10
12888,8.833333333333334,503,11
12889,10.416666666666666,1890,26
12890,10.5,1893,24
12891,5.666666666666667,311,16
12892,5.666666666666667,311,16
12893,6.916666666666667,395,16
12894,7.166666666666667,395,16
12895,8.75,504,10
12896,8.833333333333334,503,11
12897,0.08333333333333333,1423,19
12898,1.25,1423,19
12901,8.5,490,14
12902,8.416666666666666,490,14
12903,8.083333333333334,1885,34
12904,7.666666666666668,1888,35
12905,19.75,2559,30
12906,19.583333333333332,2566,30
12907,21.166666666666668,1355,5
12908,19.0,1358,5
12909,17.083333333333332,1355,9
12910,16.583333333333332,1358,9
12911,1.0,1427,16
12912,23.583333333333332,1430,16
12913,11.833333333333334,650,14
12914,11.833333333333334,650,14
12915,15.666666666666666,930,20
12916,16.333333333333332,933,20
12917,17.583333333333332,1075,10
12918,16.25,1077,10
12919,6.0,1598,52
12920,5.916666666666667,1601,51
12921,4.666666666666667,262,14
12922,4.75,262,14
12923,11.0,606,12
12924,10.666666666666666,606,12
12925,7.333333333333333,1810,42
12926,6.583333333333333,1813,41
12927,6.25,391,7
12928,6.25,391,7
12929,6.166666666666667,344,19
12930,6.25,344,19
12931,7.333333333333333,490,11
12932,7.0,490,11
12933,7.75,490,11
12934,7.666666666666667,490,10
12935,4.333333333333333,251,10
12936,4.333333333333333,251,10
12937,19.416666666666668,2509,17
12938,17.5,2508,17
12939,22.083333333333332,1289,13
12940,22.833333333333332,1290,12
12941,16.833333333333332,2308,32
12942,15.333333333333334,2308,32
12943,22.916666666666668,1301,12
12944,23.583333333333332,1301,12
12946,11.333333333333334,632,14
12947,6.833333333333332,1754,19
12948,5.75,1754,19
12949,23.916666666666668,2664,37
12950,23.083333333333332,2670,37
12951,15.583333333333334,1373,8
12952,15.833333333333334,1376,8
12953,17.25,1366,13
12954,16.916666666666668,1369,13
12955,17.833333333333332,1157,19
12956,17.666666666666668,1158,19
12957,13.833333333333334,931,10
12958,13.75,934,10
12959,17.75,972,20
12960,17.5,972,20
12961,14.083333333333334,831,19
12962,13.833333333333334,831,19
12963,12.25,735,18
12964,12.333333333333334,733,18
12967,12.583333333333334,2179,32
12968,14.166666666666666,2174,32
12969,20.916666666666668,2673,39
12970,22.416666666666668,2667,39
12971,13.0,778,20
12972,14.083333333333334,778,20
12973,9.916666666666666,593,8
12974,10.083333333333334,593,8
12975,19.916666666666668,2483,42
12976,20.166666666666668,2483,43
12977,15.716666666666667,778,17
12978,6.0,2560,7
12979,18.916666666666668,1146,17
12980,17.916666666666668,1147,17
12981,12.166666666666666,672,21
12982,11.833333333333334,672,21
12983,12.833333333333334,715,15
12984,12.833333333333334,715,15
12985,4.5,302,6
12986,4.5,302,6
12987,3.833333333333332,1637,22
12988,3.1666666666666665,1638,22
12989,17.666666666666668,974,23
12990,17.333333333333332,976,23
12991,7.5,434,15
12992,7.5,434,15
12993,17.416666666666668,2288,27
12994,17.25,2295,27
12995,17.083333333333332,944,19
12996,16.75,945,19
13005,13.75,1906,57
13006,12.666666666666666,1907,56
13007,21.416666666666668,1949,112
13008,22.5,1952,108
13009,11.166666666666666,1558,77
13010,10.916666666666666,1559,78
13011,7.416666666666667,340,18
13012,6.916666666666667,340,18
13013,2.3333333333333335,111,6
13014,2.75,111,6
13015,3.0833333333333335,158,5
13016,3.0833333333333335,158,5
13017,5.916666666666667,275,15
13018,6.083333333333333,275,15
13019,11.666666666666666,1517,66
13020,14.75,1521,64
13021,16.666666666666668,691,42
13022,18.0,692,42
13023,15.416666666666666,658,33
13024,15.333333333333334,658,33
13027,5.666666666666668,275,11
13028,6.083333333333333,275,11
13033,12.333333333333334,419,49
13034,12.75,419,45
13043,16.916666666666668,697,19
13044,15.75,698,19
13049,20.5,1908,111
13050,21.583333333333332,1909,106
13053,5.25,210,6
13054,5.166666666666667,210,6
13063,11.583333333333334,403,12
13064,9.75,424,12
13071,9.583333333333334,472,21
13072,10.0,472,21
13103,4.583333333333333,229,14
13104,4.833333333333333,229,14
13105,16.833333333333332,680,30
13106,18.75,681,30
13109,2.25,112,2
13110,2.25,112,2
13113,4.5,222,12
13114,5.083333333333333,222,12
13117,4.583333333333333,222,11
13118,4.666666666666667,222,11
13119,14.416666666666666,1627,89
13120,16.666666666666668,1627,91
13121,14.416666666666666,740,16
13122,15.083333333333334,741,16
13129,1.75,78,2
13130,1.8333333333333333,78,2
13131,13.916666666666666,545,44
13132,14.333333333333334,546,45
13133,0.4166666666666667,871,82
13134,2.25,871,84
13135,14.0,618,17
13136,15.083333333333334,619,17
13137,18.666666666666668,785,22
13138,19.75,786,22
13141,17.583333333333332,716,34
13142,16.833333333333332,716,34
13145,11.333333333333334,473,20
13146,11.75,473,20
13147,14.083333333333334,692,24
13148,13.75,692,24
13149,15.666666666666666,734,25
13150,16.75,734,25
13151,21.416666666666668,1978,96
13152,20.833333333333332,1979,97
13153,7.75,350,14
13154,7.75,350,15
13155,14.083333333333334,618,19
13156,14.833333333333334,618,19
13157,12.333333333333334,564,14
13158,13.083333333333334,565,14
13159,14.166666666666666,542,16
13160,12.75,542,16
13161,9.666666666666666,427,12
13162,8.916666666666666,426,12
13163,16.416666666666668,589,33
13164,16.916666666666668,589,33
13165,14.25,606,15
13166,14.0,618,15
13167,4.416666666666667,1462,22
13168,4.083333333333333,1463,22
13169,16.416666666666668,569,27
13170,16.916666666666668,568,27
13185,15.083333333333334,625,22
13186,14.333333333333334,626,21
13187,4.916666666666667,228,10
13188,4.666666666666667,228,10
13201,11.75,1698,67
13202,11.666666666666666,1699,63
13205,7.25,223,9
13206,5.833333333333333,223,9
13225,9.25,264,20
13226,7.916666666666667,264,20
13233,3.9166666666666665,108,15
13234,4.083333333333333,108,15
13235,9.166666666666666,305,29
13236,8.166666666666666,305,29
13237,1.0833333333333333,1245,28
13238,2.6666666666666665,1246,28
13239,1.0833333333333333,1198,24
13240,2.6666666666666665,1199,24
13241,7.416666666666667,271,21
13242,6.916666666666668,271,21
13243,5.833333333333333,242,24
13244,6.0,242,24
13245,12.666666666666666,487,32
13246,12.25,485,35
13247,22.333333333333332,969,41
13248,22.666666666666668,967,44
13249,5.083333333333333,193,12
13250,5.916666666666667,193,12
13257,18.916666666666668,971,8
13258,18.0,971,8
13287,0.3333333333333333,1112,51
13288,0.25,1113,52
13301,5.833333333333333,198,12
13302,5.416666666666667,197,12
13303,6.833333333333333,295,10
13304,7.083333333333333,292,10
13305,3.9166666666666665,198,17
13306,4.0,198,17
13307,12.916666666666666,1600,74
13308,10.5,1600,71
13319,8.083333333333334,331,20
13320,8.5,328,20
13329,6.333333333333332,290,11
13330,6.083333333333332,290,11
13331,10.333333333333334,367,22
13332,8.166666666666666,367,22
13345,6.666666666666667,208,9
13346,7.25,208,9
13347,14.0,493,32
13348,12.25,493,32
13351,8.916666666666666,2535,96
13352,7.583333333333333,2534,97
13401,7.083333333333333,230,28
13402,6.416666666666667,230,28
13403,14.916666666666666,572,26
13404,13.583333333333334,575,26
13409,5.5,231,17
13410,5.75,231,17
13413,9.5,1399,63
13414,9.416666666666666,1399,61
13415,9.5,399,18
13416,10.5,399,18
13417,14.5,659,16
13418,14.833333333333334,660,16
13419,6.583333333333333,239,18
13420,6.916666666666668,239,18
13421,4.833333333333333,224,11
13422,5.083333333333333,224,11
13423,10.833333333333334,1748,18
13424,11.583333333333334,1749,18
13425,16.333333333333332,2141,30
13426,17.416666666666668,2130,30
13429,5.5,1405,24
13430,6.666666666666667,1405,24
13465,7.083333333333333,329,15
13466,6.666666666666667,329,15
13483,9.5,1447,65
13484,9.416666666666666,1447,63
13501,6.583333333333333,330,18
13502,6.583333333333333,323,18
13505,8.0,379,14
13506,8.0,372,14
13507,13.583333333333334,641,15
13508,14.333333333333334,643,15
13509,20.75,859,24
13510,20.25,861,22
13511,3.5,166,9
13512,3.3333333333333335,166,9
14001,8.083333333333334,471,2
14002,7.333333333333332,471,2
14003,5.583333333333333,1418,23
14004,5.833333333333333,1418,23
14005,2.0,1182,41
14006,5.333333333333333,1183,43
14007,4.833333333333332,1235,34
14008,5.583333333333333,1236,34
14011,8.333333333333334,410,9
14012,9.0,410,9
14013,13.25,627,15
14014,14.083333333333334,627,15
14015,4.416666666666667,1218,35
14016,5.083333333333333,1219,36
14017,4.833333333333332,1282,36
14018,5.583333333333333,1283,36
14019,22.833333333333332,2478,18
14020,0.5833333333333321,2479,18
14021,7.333333333333332,291,18
14022,7.416666666666668,291,18
14033,14.916666666666666,653,32
14034,15.166666666666666,653,30
14035,9.583333333333334,495,19
14036,11.083333333333334,495,20
14041,11.0,338,20
14042,11.166666666666666,338,20
14043,7.166666666666667,237,13
14044,7.166666666666667,237,13
14055,6.666666666666668,2578,62
14056,4.75,2579,61
14085,6.666666666666668,263,20
14086,6.466666666666667,263,20
14095,5.583333333333333,269,14
14096,5.75,269,15
14101,4.25,208,13
14102,5.0,208,13
14109,5.083333333333333,213,12
14110,4.416666666666667,213,12
14113,9.666666666666666,360,15
14114,9.083333333333334,360,16
14115,14.0,724,15
14116,15.0,724,15
14117,6.833333333333333,263,10
14118,7.0,263,10
14119,8.583333333333334,335,11
14120,8.25,335,11
14123,5.083333333333333,246,15
14124,5.416666666666667,246,15
14125,6.833333333333332,202,15
14126,5.916666666666667,202,15
14151,10.5,429,13
14152,11.75,478,13
14163,12.916666666666666,629,30
14164,13.166666666666666,629,24
14201,5.333333333333333,197,11
14202,5.333333333333333,197,11
14203,5.833333333333333,301,14
14204,6.5,301,14
14205,12.25,614,11
14206,12.916666666666666,614,11
14207,13.75,659,16
14208,12.5,659,16
14209,3.75,194,8
14210,4.0,194,8
14211,4.333333333333333,188,18
14212,4.5,191,18
14213,6.0,254,12
14214,6.75,255,12
14215,4.166666666666667,200,11
14216,4.416666666666667,200,11
14217,19.333333333333332,875,41
14218,18.25,875,40
14219,6.25,301,12
14220,7.5,301,12
14221,5.25,203,9
14222,5.083333333333333,203,9
14227,5.083333333333333,276,13
14228,5.666666666666667,276,12
14235,14.666666666666666,558,48
14236,15.25,558,45
14257,16.25,793,32
14258,17.0,793,34
14260,7.0,319,8
14265,22.083333333333332,845,49
14266,21.333333333333332,845,51
14307,12.666666666666666,460,41
14308,12.333333333333334,460,40
14309,4.666666666666667,1226,30
14310,3.25,1228,30
14311,8.0,1543,46
14312,7.916666666666667,1540,45
14313,7.416666666666667,1592,26
14314,9.0,1591,27
14315,5.666666666666667,257,16
14316,5.25,257,16
14317,4.666666666666667,1165,30
14318,0.8333333333333334,1168,30
14319,22.666666666666668,1021,19
14320,0.08333333333333333,1020,19
14321,3.5,1409,46
14322,3.5,1407,45
14323,2.3333333333333335,71,6
14324,1.75,71,6
14369,20.25,722,36
14370,19.416666666666668,722,36
14371,4.25,201,10
14372,4.833333333333333,201,10
14501,10.583333333333334,523,13
14502,11.083333333333334,523,13
14503,9.583333333333334,479,10
14504,10.5,479,10
14505,5.75,286,11
14506,5.916666666666667,286,12
14511,18.25,773,29
14512,17.083333333333332,773,28
14519,7.5,335,19
